term,pinyin,cleaned_pinyin,updated_pinyin
入时,rùshí,rùshí,rù shí
沉醉,chénzuì,chénzuì,chén zuì
尿素,niàosù,niàosù,niào sù
先天性,xiāntiānxìng,xiāntiānxìng,xiān tiān xìng
计票,jìpiào,jìpiào,jì piào
适逢,shìféng,shìféng,shì féng
玩乐,wánlè,wánlè,wán lè
排场,páichǎng,páichǎng,pái chǎng
扇子,shànzi,shànzi,shàn zi
飘荡,piāodàng,piāodàng,piāo dàng
厂价,chǎngjià,chǎngjià,chǎng jià
繁复,fánfù,fánfù,fán fù
女孩儿,nǚháir,nǚháir,nǚ hái er
恩怨,ēnyuàn,ēnyuàn,ēn yuàn
赠款,zèngkuǎn,zèngkuǎn,zèng kuǎn
扼要,èyào,èyào,è yào
一清二楚,yīqīng-èrchǔ,yīqīng èrchǔ,yī qīng èr chǔ
倍受,bèishòu,bèishòu,bèi shòu
手杖,shǒuzhàng,shǒuzhàng,shǒu zhàng
低空,dīkōng,dīkōng,dī kōng
苍茫,cāngmáng,cāngmáng,cāng máng
正比,zhèngbǐ,zhèngbǐ,zhèng bǐ
送电,sòngdiàn,sòngdiàn,sòng diàn
观战,guānzhàn,guānzhàn,guān zhàn
假发,jiǎfà,jiǎfà,jiǎ fà
下垂,xiàchuí,xiàchuí,xià chuí
明码,míngmǎ,míngmǎ,míng mǎ
性状,xìngzhuàng,xìngzhuàng,xìng zhuàng
夺魁,duókuí,duókuí,duó kuí
鼻涕,bítì,bítì,bí tì
呵护,hēhù,hēhù,hē hù
顶替,dǐngtì,dǐngtì,dǐng tì
雌性,cíxìng,cíxìng,cí xìng
海带,hǎidài,hǎidài,hǎi dài
中试,zhōngshì,zhōngshì,zhōng shì
妊娠,rènshēn,rènshēn,rèn shēn
凯歌,kǎigē,kǎigē,kǎi gē
废品,fèipǐn,fèipǐn,fèi pǐn
夙愿,sùyuàn,sùyuàn,sù yuàn
均值,jūnzhí,jūnzhí,jūn zhí
睫毛,jiémáo,jiémáo,jié máo
地膜,dìmó,dìmó,dì mó
秘方,mìfāng,mìfāng,mì fāng
难言,nányán,nányán,nán yán
鼠疫,shǔyì,shǔyì,shǔ yì
头绪,tóuxù,tóuxù,tóu xù
独行,dúxíng,dúxíng,dú xíng
高傲,gāo'ào,gāo ào,gāo ào
若无其事,ruòwúqíshì,ruòwúqíshì,ruò wú qí shì
航空器,hángkōngqì,hángkōngqì,háng kōng qì
调换,diàohuàn,diàohuàn,diào huàn
军旅,jūnlǚ,jūnlǚ,jūn lǚ
谬误,miùwù,miùwù,miù wù
荒滩,huāngtān,huāngtān,huāng tān
站岗,zhàngǎng,zhàngǎng,zhàn gǎng
明信片,míngxìnpiàn,míngxìnpiàn,míng xìn piàn
有心人,yǒuxīnrén,yǒuxīnrén,yǒu xīn rén
信手,xìnshǒu,xìnshǒu,xìn shǒu
中餐,zhōngcān,zhōngcān,zhōng cān
缠身,chánshēn,chánshēn,chán shēn
作答,zuòdá,zuòdá,zuò dá
杀戮,shālù,shālù,shā lù
脊背,jǐbèi,jǐbèi,jǐ bèi
打井,dǎjǐng,dǎjǐng,dǎ jǐng
推辞,tuīcí,tuīcí,tuī cí
正体,zhèngtǐ,zhèngtǐ,zhèng tǐ
书斋,shūzhāi,shūzhāi,shū zhāi
神志,shénzhì,shénzhì,shén zhì
营业税,yíngyèshuì,yíngyèshuì,yíng yè shuì
多端,duōduān,duōduān,duō duān
属地,shǔdì,shǔdì,shǔ dì
诉苦,sùkǔ,sùkǔ,sù kǔ
民事诉讼,mínshì sùsòng,mínshì sùsòng,mín shì sù sòng
照看,zhàokàn,zhàokàn,zhào kàn
小数,xiǎoshù,xiǎoshù,xiǎo shù
工场,gōngchǎng,gōngchǎng,gōng chǎng
约法,yuēfǎ,yuēfǎ,yuē fǎ
吹牛,chuīniú,chuīniú,chuī niú
蔚蓝,wèilán,wèilán,wèi lán
父女,fùnǚ,fùnǚ,fù nǚ
峭壁,qiàobì,qiàobì,qiào bì
拔高,bágāo,bágāo,bá gāo
谓语,wèiyǔ,wèiyǔ,wèi yǔ
受尽,shòujìn,shòujìn,shòu jìn
茶几,chájī,chájī,chá jī
飞驰,fēichí,fēichí,fēi chí
兴工,xīnggōng,xīnggōng,xīng gōng
互换,hùhuàn,hùhuàn,hù huàn
几度,jǐdù,jǐdù,jǐ dù
皮子,pízi,pízi,pí zi
花篮,huālán,huālán,huā lán
包扎,bāozā,bāozā,bāo zā
门庭,méntíng,méntíng,mén tíng
二审,èrshěn,èrshěn,èr shěn
矛头,máotóu,máotóu,máo tóu
合演,héyǎn,héyǎn,hé yǎn
分税制,fēnshuìzhì,fēnshuìzhì,fēn shuì zhì
单刀,dāndāo,dāndāo,dān dāo
陷害,xiànhài,xiànhài,xiàn hài
受罪,shòuzuì,shòuzuì,shòu zuì
租借,zūjiè,zūjiè,zū jiè
五脏,wǔzàng,wǔzàng,wǔ zàng
决裂,juéliè,juéliè,jué liè
自外,zìwài,zìwài,zì wài
茅屋,máowū,máowū,máo wū
成衣,chéngyī,chéngyī,chéng yī
接听,jiētīng,jiētīng,jiē tīng
工钱,gōngqián,gōngqián,gōng qián
私有制,sīyǒuzhì,sīyǒuzhì,sī yǒu zhì
对得起,duìdeqǐ,duìdeqǐ,duì de qǐ
怀旧,huáijiù,huáijiù,huái jiù
交公,jiāogōng,jiāogōng,jiāo gōng
体察,tǐchá,tǐchá,tǐ chá
纷繁,fēnfán,fēnfán,fēn fán
没准儿,méizhǔnr,méizhǔnr,méi zhǔn er
闸门,zhámén,zhámén,zhá mén
显效,xiǎnxiào,xiǎnxiào,xiǎn xiào
碳酸,tànsuān,tànsuān,tàn suān
同归,tóngguī,tóngguī,tóng guī
聋哑,lóngyǎ,lóngyǎ,lóng yǎ
裁缝,cáiféng,cáiféng,cái féng
裁缝,cáifeng,cáifeng,cái feng
展期,zhǎnqī,zhǎnqī,zhǎn qī
骨质,gǔzhì,gǔzhì,gǔ zhì
口实,kǒushí,kǒushí,kǒu shí
波折,bōzhé,bōzhé,bō zhé
预祝,yùzhù,yùzhù,yù zhù
中成药,zhōngchéngyào,zhōngchéngyào,zhōng chéng yào
选送,xuǎnsòng,xuǎnsòng,xuǎn sòng
神农,shénnóng,shénnóng,shén nóng
均分,jūnfēn,jūnfēn,jūn fēn
机要,jīyào,jīyào,jī yào
仰慕,yǎngmù,yǎngmù,yǎng mù
金币,jīnbì,jīnbì,jīn bì
炯炯,jiǒngjiǒng,jiǒngjiǒng,jiǒng jiǒng
短线,duǎnxiàn,duǎnxiàn,duǎn xiàn
作恶,zuò'è,zuò è,zuò è
拨付,bōfù,bōfù,bō fù
技术革命,jìshù gémìng,jìshù gémìng,jì shù gé mìng
纸片,zhǐpiàn,zhǐpiàn,zhǐ piàn
凹凸,āotū,āotū,āo tū
进士,jìnshì,jìnshì,jìn shì
绽放,zhànfàng,zhànfàng,zhàn fàng
相加,xiāngjiā,xiāngjiā,xiāng jiā
窃取,qièqǔ,qièqǔ,qiè qǔ
局外,júwài,júwài,jú wài
士官,shìguān,shìguān,shì guān
铺盖,pūgài,pūgài,pū gài
铺盖,pūgai,pūgai,pū gai
性欲,xìngyù,xìngyù,xìng yù
保护价,bǎohùjià,bǎohùjià,bǎo hù jià
牵线搭桥,qiānxiàn-dāqiáo,qiānxiàn dāqiáo,qiān xiàn dā qiáo
更有甚者,gèngyǒushènzhě,gèngyǒushènzhě,gèng yǒu shèn zhě
方今,fāngjīn,fāngjīn,fāng jīn
厚爱,hòu'ài,hòu ài,hòu ài
火红,huǒhóng,huǒhóng,huǒ hóng
儿科,érkē,érkē,ér kē
卧床,wòchuáng,wòchuáng,wò chuáng
强健,qiángjiàn,qiángjiàn,qiáng jiàn
高消费,gāoxiāofèi,gāoxiāofèi,gāo xiāo fèi
惨白,cǎnbái,cǎnbái,cǎn bái
暴风雪,bàofēngxuě,bàofēngxuě,bào fēng xuě
抽取,chōuqǔ,chōuqǔ,chōu qǔ
活佛,huófó,huófó,huó fó
印本,yìnběn,yìnběn,yìn běn
义无反顾,yìwúfǎngù,yìwúfǎngù,yì wú fǎn gù
字里行间,zìlǐ-hángjiān,zìlǐ hángjiān,zì lǐ háng jiān
招架,zhāojià,zhāojià,zhāo jià
迥异,jiǒngyì,jiǒngyì,jiǒng yì
愕然,èrán,èrán,è rán
豪门,háomén,háomén,háo mén
小丑,xiǎochǒu,xiǎochǒu,xiǎo chǒu
节支,jiézhī,jiézhī,jié zhī
内燃,nèirán,nèirán,nèi rán
无缺,wúquē,wúquē,wú quē
不见经传,bùjiàn-jīngzhuàn,bùjiàn jīngzhuàn,bù jiàn jīng zhuàn
赢家,yíngjiā,yíngjiā,yíng jiā
重制,chóngzhì,chóngzhì,chóng zhì
水地,shuǐdì,shuǐdì,shuǐ dì
入夜,rùyè,rùyè,rù yè
织物,zhīwù,zhīwù,zhī wù
脚趾,jiǎozhǐ,jiǎozhǐ,jiǎo zhǐ
血清,xuèqīng,xuèqīng,xuè qīng
交响曲,jiāoxiǎngqǔ,jiāoxiǎngqǔ,jiāo xiǎng qǔ
独树一帜,dúshù-yīzhì,dúshù yīzhì,dú shù yī zhì
隆起,lóngqǐ,lóngqǐ,lóng qǐ
何止,hézhǐ,hézhǐ,hé zhǐ
整机,zhěngjī,zhěngjī,zhěng jī
登录,dēnglù,dēnglù,dēng lù
山歌,shāngē,shāngē,shān gē
通便,tōngbiàn,tōngbiàn,tōng biàn
饰演,shìyǎn,shìyǎn,shì yǎn
时评,shípíng,shípíng,shí píng
新石器时代,xīnshíqì shídài,xīnshíqì shídài,xīn shí qì shí dài
有份,yǒufèn,yǒufèn,yǒu fèn
偷袭,tōuxí,tōuxí,tōu xí
佐证,zuǒzhèng,zuǒzhèng,zuǒ zhèng
划归,huàguī,huàguī,huà guī
买点,mǎidiǎn,mǎidiǎn,mǎi diǎn
大声疾呼,dàshēng-jíhū,dàshēng jíhū,dà shēng jí hū
大跃进,dàyuèjìn,dàyuèjìn,dà yuè jìn
毒贩,dúfàn,dúfàn,dú fàn
调离,diàolí,diàolí,diào lí
趋紧,qūjǐn,qūjǐn,qū jǐn
流体,liútǐ,liútǐ,liú tǐ
转瞬,zhuǎnshùn,zhuǎnshùn,zhuǎn shùn
大数,dàshù,dàshù,dà shù
深海,shēnhǎi,shēnhǎi,shēn hǎi
超音速,chāoyīnsù,chāoyīnsù,chāo yīn sù
说理,shuōlǐ,shuōlǐ,shuō lǐ
上台阶,shàngtáijiē,shàngtáijiē,shàng tái jiē
大刀阔斧,dàdāo-kuòfǔ,dàdāo kuòfǔ,dà dāo kuò fǔ
施用,shīyòng,shīyòng,shī yòng
浴血,yùxuè,yùxuè,yù xuè
桥牌,qiáopái,qiáopái,qiáo pái
遗失,yíshī,yíshī,yí shī
如火如荼,rúhuǒ-rútú,rúhuǒ rútú,rú huǒ rú tú
草率,cǎoshuài,cǎoshuài,cǎo shuài
行政诉讼,xíngzhèng sùsòng,xíngzhèng sùsòng,xíng zhèng sù sòng
剑锋,jiànfēng,jiànfēng,jiàn fēng
相亲,xiāngqīn,xiāngqīn,xiāng qīn
风琴,fēngqín,fēngqín,fēng qín
推诿,tuīwěi,tuīwěi,tuī wěi
见诸,jiànzhū,jiànzhū,jiàn zhū
脸面,liǎnmiàn,liǎnmiàn,liǎn miàn
乘务员,chéngwùyuán,chéngwùyuán,chéng wù yuán
烟袋,yāndài,yāndài,yān dài
印花,yìnhuā,yìnhuā,yìn huā
情变,qíngbiàn,qíngbiàn,qíng biàn
货架,huòjià,huòjià,huò jià
车水,chēshuǐ,chēshuǐ,chē shuǐ
需用,xūyòng,xūyòng,xū yòng
大敌,dàdí,dàdí,dà dí
恰到好处,qiàdào-hǎochù,qiàdào hǎochù,qià dào hǎo chù
用词,yòngcí,yòngcí,yòng cí
常客,chángkè,chángkè,cháng kè
变压器,biànyāqì,biànyāqì,biàn yā qì
常数,chángshù,chángshù,cháng shù
开导,kāidǎo,kāidǎo,kāi dǎo
申领,shēnlǐng,shēnlǐng,shēn lǐng
淘气,táoqì,táoqì,táo qì
泰然,tàirán,tàirán,tài rán
雷电,léidiàn,léidiàn,léi diàn
石桥,shíqiáo,shíqiáo,shí qiáo
宁肯,nìngkěn,nìngkěn,nìng kěn
兴味,xìngwèi,xìngwèi,xìng wèi
始祖,shǐzǔ,shǐzǔ,shǐ zǔ
愈合,yùhé,yùhé,yù hé
和局,héjú,héjú,hé jú
沉稳,chénwěn,chénwěn,chén wěn
空气污染,kōngqì wūrǎn,kōngqì wūrǎn,kōng qì wū rǎn
亲历,qīnlì,qīnlì,qīn lì
住址,zhùzhǐ,zhùzhǐ,zhù zhǐ
剔除,tīchú,tīchú,tī chú
边城,biānchéng,biānchéng,biān chéng
初春,chūchūn,chūchūn,chū chūn
典当,diǎndàng,diǎndàng,diǎn dàng
浩然,hàorán,hàorán,hào rán
违犯,wéifàn,wéifàn,wéi fàn
降生,jiàngshēng,jiàngshēng,jiàng shēng
三部曲,sānbùqǔ,sānbùqǔ,sān bù qǔ
修道院,xiūdàoyuàn,xiūdàoyuàn,xiū dào yuàn
相映,xiāngyìng,xiāngyìng,xiāng yìng
后撤,hòuchè,hòuchè,hòu chè
邪说,xiéshuō,xiéshuō,xié shuō
沼气,zhǎoqì,zhǎoqì,zhǎo qì
周身,zhōushēn,zhōushēn,zhōu shēn
酷似,kùsì,kùsì,kù sì
光闪闪,guāngshǎnshǎn,guāngshǎnshǎn,guāng shǎn shǎn
至高无上,zhìgāo-wúshàng,zhìgāo wúshàng,zhì gāo wú shàng
肆无忌惮,sìwújìdàn,sìwújìdàn,sì wú jì dàn
厢房,xiāngfáng,xiāngfáng,xiāng fáng
围坐,wéizuò,wéizuò,wéi zuò
百十,bǎishí,bǎishí,bǎi shí
举目,jǔmù,jǔmù,jǔ mù
风扇,fēngshàn,fēngshàn,fēng shàn
尾随,wěisuí,wěisuí,wěi suí
胡闹,húnào,húnào,hú nào
佛学,fóxué,fóxué,fó xué
见鬼,jiànguǐ,jiànguǐ,jiàn guǐ
久违,jiǔwéi,jiǔwéi,jiǔ wéi
下风,xiàfēng,xiàfēng,xià fēng
探视,tànshì,tànshì,tàn shì
脚底,jiǎodǐ,jiǎodǐ,jiǎo dǐ
视屏,shìpíng,shìpíng,shì píng
制动,zhìdòng,zhìdòng,zhì dòng
消费结构,xiāofèi jiégòu,xiāofèi jiégòu,xiāo fèi jié gòu
盔甲,kuījiǎ,kuījiǎ,kuī jiǎ
轶事,yìshì,yìshì,yì shì
电筒,diàntǒng,diàntǒng,diàn tǒng
尚可,shàngkě,shàngkě,shàng kě
赎罪,shúzuì,shúzuì,shú zuì
野马,yěmǎ,yěmǎ,yě mǎ
游园,yóuyuán,yóuyuán,yóu yuán
宽慰,kuānwèi,kuānwèi,kuān wèi
姥爷,lǎoye,lǎoye,lǎo ye
毒案,dú'àn,dú àn,dú àn
超乎,chāohū,chāohū,chāo hū
给付,jǐfù,jǐfù,jǐ fù
赔礼,péilǐ,péilǐ,péi lǐ
犹太教,yóutàijiào,yóutàijiào,yóu tài jiào
肺结核,fèijiéhé,fèijiéhé,fèi jié hé
欠债,qiànzhài,qiànzhài,qiàn zhài
脊椎动物,jǐzhuī dòngwù,jǐzhuī dòngwù,jǐ zhuī dòng wù
却步,quèbù,quèbù,què bù
算计,suànji,suànji,suàn ji
行好,xínghǎo,xínghǎo,xíng hǎo
异口同声,yìkǒu-tóngshēng,yìkǒu tóngshēng,yì kǒu tóng shēng
高危,gāowēi,gāowēi,gāo wēi
冷藏,lěngcáng,lěngcáng,lěng cáng
祸害,huòhai,huòhai,huò hai
研读,yándú,yándú,yán dú
奄奄,yǎnyǎn,yǎnyǎn,yǎn yǎn
按捺,ànnà,ànnà,àn nà
同心协力,tóngxīn-xiélì,tóngxīn xiélì,tóng xīn xié lì
脍炙人口,kuàizhì-rénkǒu,kuàizhì rénkǒu,kuài zhì rén kǒu
批次,pīcì,pīcì,pī cì
庆功,qìnggōng,qìnggōng,qìng gōng
东侧,dōngcè,dōngcè,dōng cè
沿街,yánjiē,yánjiē,yán jiē
计划单列市,jìhuà dānlièshì,jìhuà dānlièshì,jì huà dān liè shì
老农,lǎonóng,lǎonóng,lǎo nóng
位能,wèinéng,wèinéng,wèi néng
大不了,dàbuliǎo,dàbuliǎo,dà bu liǎo
制成品,zhìchéngpǐn,zhìchéngpǐn,zhì chéng pǐn
不含糊,bùhánhu,bùhánhu,bù hán hu
高速铁路,gāosù tiělù,gāosù tiělù,gāo sù tiě lù
习以为常,xíyǐwéicháng,xíyǐwéicháng,xí yǐ wéi cháng
本草,běncǎo,běncǎo,běn cǎo
汛情,xùnqíng,xùnqíng,xùn qíng
匈奴,xiōngnú,xiōngnú,xiōng nú
联袂,liánmèi,liánmèi,lián mèi
责难,zénàn,zénàn,zé nàn
双亲,shuāngqīn,shuāngqīn,shuāng qīn
自责,zìzé,zìzé,zì zé
苦痛,kǔtòng,kǔtòng,kǔ tòng
冰糖,bīngtáng,bīngtáng,bīng táng
下学,xiàxué,xiàxué,xià xué
无成,wúchéng,wúchéng,wú chéng
灯泡,dēngpào,dēngpào,dēng pào
能见度,néngjiàndù,néngjiàndù,néng jiàn dù
涉及面,shèjímiàn,shèjímiàn,shè jí miàn
落日,luòrì,luòrì,luò rì
教化,jiàohuà,jiàohuà,jiào huà
茁壮,zhuózhuàng,zhuózhuàng,zhuó zhuàng
临别,línbié,línbié,lín bié
改称,gǎichēng,gǎichēng,gǎi chēng
减低,jiǎndī,jiǎndī,jiǎn dī
开本,kāiběn,kāiběn,kāi běn
求索,qiúsuǒ,qiúsuǒ,qiú suǒ
雅致,yǎzhì,yǎzhì,yǎ zhì
奢望,shēwàng,shēwàng,shē wàng
三北,sānběi,sānběi,sān běi
临时性,línshíxìng,línshíxìng,lín shí xìng
玷污,diànwū,diànwū,diàn wū
重阳,chóngyáng,chóngyáng,chóng yáng
采摘,cǎizhāi,cǎizhāi,cǎi zhāi
脸皮,liǎnpí,liǎnpí,liǎn pí
韭菜,jiǔcài,jiǔcài,jiǔ cài
开道,kāidào,kāidào,kāi dào
富饶,fùráo,fùráo,fù ráo
和乐,hélè,hélè,hé lè
飘浮,piāofú,piāofú,piāo fú
宣泄,xuānxiè,xuānxiè,xuān xiè
造化,zàohuà,zàohuà,zào huà
造化,zàohua,zàohua,zào hua
家庭暴力,jiātíng bàolì,jiātíng bàolì,jiā tíng bào lì
全责,quánzé,quánzé,quán zé
后腿,hòutuǐ,hòutuǐ,hòu tuǐ
学海,xuéhǎi,xuéhǎi,xué hǎi
魁梧,kuíwú,kuíwú,kuí wú
念叨,niàndao,niàndao,niàn dao
重生,chóngshēng,chóngshēng,chóng shēng
钻探,zuāntàn,zuāntàn,zuān tàn
稚嫩,zhìnèn,zhìnèn,zhì nèn
合算,hésuàn,hésuàn,hé suàn
竖立,shùlì,shùlì,shù lì
成见,chéngjiàn,chéngjiàn,chéng jiàn
别出心裁,biéchū-xīncái,biéchū xīncái,bié chū xīn cái
会签,huìqiān,huìqiān,huì qiān
租界,zūjiè,zūjiè,zū jiè
揭牌,jiēpái,jiēpái,jiē pái
所见所闻,suǒjiàn-suǒwén,suǒjiàn suǒwén,suǒ jiàn suǒ wén
阻击,zǔjī,zǔjī,zǔ jī
旗舰,qíjiàn,qíjiàn,qí jiàn
斗殴,dòu'ōu,dòu ōu,dòu ōu
布景,bùjǐng,bùjǐng,bù jǐng
糯米,nuòmǐ,nuòmǐ,nuò mǐ
木匠,mùjiang,mùjiang,mù jiang
白热,báirè,báirè,bái rè
耐劳,nàiláo,nàiláo,nài láo
牙膏,yágāo,yágāo,yá gāo
坚毅,jiānyì,jiānyì,jiān yì
重读,chóngdú,chóngdú,chóng dú
重读,zhòngdú,zhòngdú,zhòng dú
恩惠,ēnhuì,ēnhuì,ēn huì
半成品,bànchéngpǐn,bànchéngpǐn,bàn chéng pǐn
一席话,yīxíhuà,yīxíhuà,yī xí huà
气冲冲,qìchōngchōng,qìchōngchōng,qì chōng chōng
险阻,xiǎnzǔ,xiǎnzǔ,xiǎn zǔ
同盟军,tóngméngjūn,tóngméngjūn,tóng méng jūn
干枯,gānkū,gānkū,gān kū
交通线,jiāotōngxiàn,jiāotōngxiàn,jiāo tōng xiàn
藏学,zàngxué,zàngxué,zàng xué
五反,wǔfǎn,wǔfǎn,wǔ fǎn
草拟,cǎonǐ,cǎonǐ,cǎo nǐ
秉公,bǐnggōng,bǐnggōng,bǐng gōng
金三角,jīnsānjiǎo,jīnsānjiǎo,jīn sān jiǎo
五官,wǔguān,wǔguān,wǔ guān
戒严,jièyán,jièyán,jiè yán
密林,mìlín,mìlín,mì lín
比照,bǐzhào,bǐzhào,bǐ zhào
芹菜,qíncài,qíncài,qín cài
不道德,bùdàodé,bùdàodé,bù dào dé
不解之缘,bùjiězhīyuán,bùjiězhīyuán,bù jiě zhī yuán
套路,tàolù,tàolù,tào lù
伯母,bómǔ,bómǔ,bó mǔ
补习,bǔxí,bǔxí,bǔ xí
便道,biàndào,biàndào,biàn dào
奉为,fèngwéi,fèngwéi,fèng wéi
南瓜,nánguā,nánguā,nán guā
专有,zhuānyǒu,zhuānyǒu,zhuān yǒu
演技,yǎnjì,yǎnjì,yǎn jì
奉承,fèngcheng,fèngcheng,fèng cheng
看守所,kānshǒusuǒ,kānshǒusuǒ,kān shǒu suǒ
起誓,qǐshì,qǐshì,qǐ shì
交椅,jiāoyǐ,jiāoyǐ,jiāo yǐ
共度,gòngdù,gòngdù,gòng dù
木雕,mùdiāo,mùdiāo,mù diāo
义愤,yìfèn,yìfèn,yì fèn
忍痛,rěntòng,rěntòng,rěn tòng
形似,xíngsì,xíngsì,xíng sì
受精,shòujīng,shòujīng,shòu jīng
斩首,zhǎnshǒu,zhǎnshǒu,zhǎn shǒu
女仆,nǚpú,nǚpú,nǚ pú
大过,dàguò,dàguò,dà guò
利索,lìsuo,lìsuo,lì suo
天外,tiānwài,tiānwài,tiān wài
老弟,lǎodì,lǎodì,lǎo dì
起死回生,qǐsǐ-huíshēng,qǐsǐ huíshēng,qǐ sǐ huí shēng
基因工程,jīyīn gōngchéng,jīyīn gōngchéng,jī yīn gōng chéng
隐匿,yǐnnì,yǐnnì,yǐn nì
毛发,máofà,máofà,máo fà
九天,jiǔtiān,jiǔtiān,jiǔ tiān
济济,jǐjǐ,jǐjǐ,jǐ jǐ
水沟,shuǐgōu,shuǐgōu,shuǐ gōu
缜密,zhěnmì,zhěnmì,zhěn mì
承租,chéngzū,chéngzū,chéng zū
译作,yìzuò,yìzuò,yì zuò
偏颇,piānpō,piānpō,piān pō
排演,páiyǎn,páiyǎn,pái yǎn
书展,shūzhǎn,shūzhǎn,shū zhǎn
总务,zǒngwù,zǒngwù,zǒng wù
宪政,xiànzhèng,xiànzhèng,xiàn zhèng
季军,jìjūn,jìjūn,jì jūn
休整,xiūzhěng,xiūzhěng,xiū zhěng
织布,zhībù,zhībù,zhī bù
尾气,wěiqì,wěiqì,wěi qì
弟妹,dìmèi,dìmèi,dì mèi
率部,shuàibù,shuàibù,shuài bù
女方,nǚfāng,nǚfāng,nǚ fāng
对打,duìdǎ,duìdǎ,duì dǎ
毒蛇,dúshé,dúshé,dú shé
走人,zǒurén,zǒurén,zǒu rén
武侠小说,wǔxiá xiǎoshuō,wǔxiá xiǎoshuō,wǔ xiá xiǎo shuō
司空见惯,sīkōng-jiànguàn,sīkōng jiànguàn,sī kōng jiàn guàn
边境贸易,biānjìng màoyì,biānjìng màoyì,biān jìng mào yì
菠菜,bōcài,bōcài,bō cài
蜚声,fēishēng,fēishēng,fēi shēng
水草,shuǐcǎo,shuǐcǎo,shuǐ cǎo
无止境,wúzhǐjìng,wúzhǐjìng,wú zhǐ jìng
下药,xiàyào,xiàyào,xià yào
冰冻,bīngdòng,bīngdòng,bīng dòng
格子,gézi,gézi,gé zi
阴郁,yīnyù,yīnyù,yīn yù
捷报,jiébào,jiébào,jié bào
繁杂,fánzá,fánzá,fán zá
接生,jiēshēng,jiēshēng,jiē shēng
便携,biànxié,biànxié,biàn xié
有意无意,yǒuyì-wúyì,yǒuyì wúyì,yǒu yì wú yì
粗俗,cūsú,cūsú,cū sú
蠕动,rúdòng,rúdòng,rú dòng
受用,shòuyong,shòuyong,shòu yong
受用,shòuyòng,shòuyòng,shòu yòng
行营,xíngyíng,xíngyíng,xíng yíng
凛然,lǐnrán,lǐnrán,lǐn rán
映照,yìngzhào,yìngzhào,yìng zhào
士大夫,shìdàfū,shìdàfū,shì dà fū
吭声,kēngshēng,kēngshēng,kēng shēng
衣冠,yīguān,yīguān,yī guān
肃清,sùqīng,sùqīng,sù qīng
易燃,yìrán,yìrán,yì rán
截断,jiéduàn,jiéduàn,jié duàn
实录,shílù,shílù,shí lù
挖苦,wāku,wāku,wā ku
省得,shěngde,shěngde,shěng de
遍野,biànyě,biànyě,biàn yě
楼宇,lóuyǔ,lóuyǔ,lóu yǔ
半壁江山,bànbì-jiāngshān,bànbì jiāngshān,bàn bì jiāng shān
夜以继日,yèyǐjìrì,yèyǐjìrì,yè yǐ jì rì
划清,huàqīng,huàqīng,huà qīng
士卒,shìzú,shìzú,shì zú
筹码,chóumǎ,chóumǎ,chóu mǎ
红线,hóngxiàn,hóngxiàn,hóng xiàn
稍加,shāojiā,shāojiā,shāo jiā
首富,shǒufù,shǒufù,shǒu fù
切忌,qièjì,qièjì,qiè jì
些微,xiēwēi,xiēwēi,xiē wēi
不择手段,bùzé-shǒuduàn,bùzé shǒuduàn,bù zé shǒu duàn
首当其冲,shǒudāngqíchōng,shǒudāngqíchōng,shǒu dāng qí chōng
呆滞,dāizhì,dāizhì,dāi zhì
安逸,ānyì,ānyì,ān yì
慨叹,kǎitàn,kǎitàn,kǎi tàn
血红,xuèhóng,xuèhóng,xuè hóng
被害人,bèihàirén,bèihàirén,bèi hài rén
速递,sùdì,sùdì,sù dì
惊惶,jīnghuáng,jīnghuáng,jīng huáng
树脂,shùzhī,shùzhī,shù zhī
脚尖,jiǎojiān,jiǎojiān,jiǎo jiān
涵养,hányǎng,hányǎng,hán yǎng
起敬,qǐjìng,qǐjìng,qǐ jìng
灯塔,dēngtǎ,dēngtǎ,dēng tǎ
环抱,huánbào,huánbào,huán bào
透支,tòuzhī,tòuzhī,tòu zhī
星子,xīngzi,xīngzi,xīng zi
保护伞,bǎohùsǎn,bǎohùsǎn,bǎo hù sǎn
提价,tíjià,tíjià,tí jià
偏袒,piāntǎn,piāntǎn,piān tǎn
天际,tiānjì,tiānjì,tiān jì
群落,qúnluò,qúnluò,qún luò
公车,gōngchē,gōngchē,gōng chē
持证,chízhèng,chízhèng,chí zhèng
恩人,ēnrén,ēnrén,ēn rén
强暴,qiángbào,qiángbào,qiáng bào
招徕,zhāolái,zhāolái,zhāo lái
笑眯眯,xiàomīmī,xiàomīmī,xiào mī mī
情急,qíngjí,qíngjí,qíng jí
变种,biànzhǒng,biànzhǒng,biàn zhǒng
绝缘,juéyuán,juéyuán,jué yuán
车牌,chēpái,chēpái,chē pái
低语,dīyǔ,dīyǔ,dī yǔ
僵持,jiāngchí,jiāngchí,jiāng chí
中式,zhōngshì,zhōngshì,zhōng shì
保健食品,bǎojiàn shípǐn,bǎojiàn shípǐn,bǎo jiàn shí pǐn
复印件,fùyìnjiàn,fùyìnjiàn,fù yìn jiàn
多年生,duōniánshēng,duōniánshēng,duō nián shēng
积攒,jīzǎn,jīzǎn,jī zǎn
答话,dáhuà,dáhuà,dá huà
零散,língsǎn,língsǎn,líng sǎn
禽类,qínlèi,qínlèi,qín lèi
坐镇,zuòzhèn,zuòzhèn,zuò zhèn
胶片,jiāopiàn,jiāopiàn,jiāo piàn
愁眉,chóuméi,chóuméi,chóu méi
