term,pinyin,cleaned_pinyin
防汛,fángxùn,fángxùn
讨厌,tǎoyàn,tǎoyàn
玫瑰,méigui,méigui
污水,wūshuǐ,wūshuǐ
诞辰,dànchén,dànchén
交叉,jiāochā,jiāochā
多云,duōyún,duōyún
鬼子,guǐzi,guǐzi
上月,shàngyuè,shàngyuè
永恒,yǒnghéng,yǒnghéng
船只,chuánzhī,chuánzhī
客场,kèchǎng,kèchǎng
癌症,áizhèng,áizhèng
隐患,yǐnhuàn,yǐnhuàn
水稻,shuǐdào,shuǐdào
诱惑,yòuhuò,yòuhuò
草地,cǎodì,cǎodì
何以,héyǐ,héyǐ
犯罪嫌疑人,fànzuì xiányírén,fànzuì xiányírén
提取,tíqǔ,tíqǔ
其间,qíjiān,qíjiān
本土,běntǔ,běntǔ
度假,dùjià,dùjià
高手,gāoshǒu,gāoshǒu
在行,zàiháng,zàiháng
约合,yuēhé,yuēhé
华东,huádōng,huádōng
齐全,qíquán,qíquán
前人,qiánrén,qiánrén
青睐,qīnglài,qīnglài
一旁,yīpáng,yīpáng
奋战,fènzhàn,fènzhàn
主角,zhǔjué,zhǔjué
美学,měixué,měixué
欢呼,huānhū,huānhū
心上,xīnshàng,xīnshàng
跟前,gēnqian,gēnqian
跟前,gēnqián,gēnqián
签名,qiānmíng,qiānmíng
规矩,guīju,guīju
意图,yìtú,yìtú
世上,shìshàng,shìshàng
专访,zhuānfǎng,zhuānfǎng
高举,gāojǔ,gāojǔ
睦邻,mùlín,mùlín
四面,sìmiàn,sìmiàn
生就,shēngjiù,shēngjiù
走访,zǒufǎng,zǒufǎng
个子,gèzi,gèzi
前沿,qiányán,qiányán
精美,jīngměi,jīngměi
爷爷,yéye,yéye
农药,nóngyào,nóngyào
国营,guóyíng,guóyíng
轰动,hōngdòng,hōngdòng
大案,dà'àn,dà àn
痕迹,hénjì,hénjì
全体会议,quántǐ huìyì,quántǐ huìyì
狠抓,hěnzhuā,hěnzhuā
现年,xiànnián,xiànnián
毁灭,huǐmiè,huǐmiè
剧本,jùběn,jùběn
撤军,chèjūn,chèjūn
饲养,sìyǎng,sìyǎng
铜牌,tóngpái,tóngpái
商贸,shāngmào,shāngmào
谋求,móuqiú,móuqiú
本领,běnlǐng,běnlǐng
器材,qìcái,qìcái
长久,chángjiǔ,chángjiǔ
纤维,xiānwéi,xiānwéi
里程,lǐchéng,lǐchéng
缓和,huǎnhé,huǎnhé
改组,gǎizǔ,gǎizǔ
上交,shàngjiāo,shàngjiāo
契机,qìjī,qìjī
时光,shíguāng,shíguāng
烦恼,fánnǎo,fánnǎo
受损,shòusǔn,shòusǔn
立体,lìtǐ,lìtǐ
筹资,chóuzī,chóuzī
中人,zhōngrén,zhōngrén
勇于,yǒngyú,yǒngyú
陆地,lùdì,lùdì
出场,chūchǎng,chūchǎng
免疫,miǎnyì,miǎnyì
签约,qiānyuē,qiānyuē
欧佩克,ōupèikè,ōupèikè
手工,shǒugōng,shǒugōng
中央银行,zhōngyāng yínháng,zhōngyāng yínháng
时事,shíshì,shíshì
新任,xīnrèn,xīnrèn
政治家,zhèngzhìjiā,zhèngzhìjiā
再现,zàixiàn,zàixiàn
宇航,yǔháng,yǔháng
空袭,kōngxí,kōngxí
屠杀,túshā,túshā
化妆,huàzhuāng,huàzhuāng
备战,bèizhàn,bèizhàn
散发,sànfā,sànfā
常年,chángnián,chángnián
回避,huíbì,huíbì
虚假,xūjiǎ,xūjiǎ
用工,yònggōng,yònggōng
地步,dìbù,dìbù
立国,lìguó,lìguó
归来,guīlái,guīlái
休闲,xiūxián,xiūxián
扭转,niǔzhuǎn,niǔzhuǎn
培训班,péixùnbān,péixùnbān
护工,hùgōng,hùgōng
一共,yīgòng,yīgòng
忠诚,zhōngchéng,zhōngchéng
苦难,kǔnàn,kǔnàn
温和,wēnhé,wēnhé
接见,jiējiàn,jiējiàn
华南,huánán,huánán
饲料,sìliào,sìliào
难忘,nánwàng,nánwàng
天时,tiānshí,tiānshí
好评,hǎopíng,hǎopíng
目睹,mùdǔ,mùdǔ
黑人,hēirén,hēirén
这边,zhèbian,zhèbian
农副产品,nóng-fù chǎnpǐn,nóng fù chǎnpǐn
构建,gòujiàn,gòujiàn
精确,jīngquè,jīngquè
债权,zhàiquán,zhàiquán
国医,guóyī,guóyī
监视,jiānshì,jiānshì
飞船,fēichuán,fēichuán
登山,dēngshān,dēngshān
特意,tèyì,tèyì
有心,yǒuxīn,yǒuxīn
发票,fāpiào,fāpiào
乃是,nǎishì,nǎishì
搜索,sōusuǒ,sōusuǒ
年报,niánbào,niánbào
自卫,zìwèi,zìwèi
迄今为止,qìjīn-wéizhǐ,qìjīn wéizhǐ
拖欠,tuōqiàn,tuōqiàn
邮件,yóujiàn,yóujiàn
商机,shāngjī,shāngjī
基督教,jīdūjiào,jīdūjiào
冰箱,bīngxiāng,bīngxiāng
上届,shàngjiè,shàngjiè
要闻,yàowén,yàowén
良性,liángxìng,liángxìng
天真,tiānzhēn,tiānzhēn
怕是,pàshì,pàshì
声响,shēngxiǎng,shēngxiǎng
预料,yùliào,yùliào
单打,dāndǎ,dāndǎ
笑声,xiàoshēng,xiàoshēng
元素,yuánsù,yuánsù
妇联,fùlián,fùlián
声誉,shēngyù,shēngyù
大限,dàxiàn,dàxiàn
说不定,shuōbudìng,shuōbudìng
库存,kùcún,kùcún
可观,kěguān,kěguān
智能,zhìnéng,zhìnéng
繁殖,fánzhí,fánzhí
亲眼,qīnyǎn,qīnyǎn
号码,hàomǎ,hàomǎ
热门,rèmén,rèmén
华文,huáwén,huáwén
玩具,wánjù,wánjù
社科,shèkē,shèkē
音乐会,yīnyuèhuì,yīnyuèhuì
奉行,fèngxíng,fèngxíng
肌肉,jīròu,jīròu
工夫,gōngfu,gōngfu
播放,bōfàng,bōfàng
什么的,shénmede,shénmede
男篮,nánlán,nánlán
人造,rénzào,rénzào
步行,bùxíng,bùxíng
凝聚力,níngjùlì,níngjùlì
影子,yǐngzi,yǐngzi
后悔,hòuhuǐ,hòuhuǐ
震动,zhèndòng,zhèndòng
编写,biānxiě,biānxiě
进度,jìndù,jìndù
排列,páiliè,páiliè
补助,bǔzhù,bǔzhù
何不,hébù,hébù
处以,chǔyǐ,chǔyǐ
录音,lùyīn,lùyīn
用心,yòngxīn,yòngxīn
至关重要,zhìguān-zhòngyào,zhìguān zhòngyào
往事,wǎngshì,wǎngshì
一发,yīfā,yīfā
下乡,xiàxiāng,xiàxiāng
高等教育,gāoděng jiàoyù,gāoděng jiàoyù
下一步,xiàyībù,xiàyībù
法学,fǎxué,fǎxué
通车,tōngchē,tōngchē
定向,dìngxiàng,dìngxiàng
音像,yīnxiàng,yīnxiàng
惊奇,jīngqí,jīngqí
关联,guānlián,guānlián
猛烈,měngliè,měngliè
连日,liánrì,liánrì
争端,zhēngduān,zhēngduān
检疫,jiǎnyì,jiǎnyì
实话,shíhuà,shíhuà
侦查,zhēnchá,zhēnchá
四方,sìfāng,sìfāng
屏幕,píngmù,píngmù
层面,céngmiàn,céngmiàn
气体,qìtǐ,qìtǐ
公共汽车,gōnggòng qìchē,gōnggòng qìchē
明亮,míngliàng,míngliàng
对照,duìzhào,duìzhào
投身,tóushēn,tóushēn
大片,dàpiàn,dàpiàn
全线,quánxiàn,quánxiàn
看成,kànchéng,kànchéng
后卫,hòuwèi,hòuwèi
增大,zēngdà,zēngdà
身影,shēnyǐng,shēnyǐng
自称,zìchēng,zìchēng
妨碍,fáng'ài,fáng ài
余年,yúnián,yúnián
违规,wéiguī,wéiguī
仓库,cāngkù,cāngkù
反抗,fǎnkàng,fǎnkàng
尖锐,jiānruì,jiānruì
兴旺,xīngwàng,xīngwàng
英勇,yīngyǒng,yīngyǒng
道歉,dàoqiàn,dàoqiàn
光芒,guāngmáng,guāngmáng
破获,pòhuò,pòhuò
电讯,diànxùn,diànxùn
着急,zháojí,zháojí
热潮,rècháo,rècháo
兵团,bīngtuán,bīngtuán
深切,shēnqiè,shēnqiè
歌唱,gēchàng,gēchàng
爵士,juéshì,juéshì
一齐,yīqí,yīqí
全心全意,quánxīn-quányì,quánxīn quányì
世界银行,shìjiè yínháng,shìjiè yínháng
温饱,wēnbǎo,wēnbǎo
实情,shíqíng,shíqíng
力求,lìqiú,lìqiú
法郎,fǎláng,fǎláng
携手,xiéshǒu,xiéshǒu
优点,yōudiǎn,yōudiǎn
反击,fǎnjī,fǎnjī
此人,cǐrén,cǐrén
厕所,cèsuǒ,cèsuǒ
冶金,yějīn,yějīn
言语,yányu,yányu
言语,yányǔ,yányǔ
出具,chūjù,chūjù
犯人,fànrén,fànrén
灰色,huīsè,huīsè
削弱,xuēruò,xuēruò
车子,chēzi,chēzi
在乎,zàihu,zàihu
座位,zuòwèi,zuòwèi
用途,yòngtú,yòngtú
自然科学,zìrán kēxué,zìrán kēxué
酱油,jiàngyóu,jiàngyóu
先锋,xiānfēng,xiānfēng
水量,shuǐliàng,shuǐliàng
剥夺,bōduó,bōduó
共青团,gòngqīngtuán,gòngqīngtuán
月亮,yuèliang,yuèliang
关切,guānqiè,guānqiè
负债,fùzhài,fùzhài
聚会,jùhuì,jùhuì
牌子,páizi,páizi
国事,guóshì,guóshì
一如,yīrú,yīrú
抛弃,pāoqì,pāoqì
灌溉,guàngài,guàngài
半夜,bànyè,bànyè
发觉,fājué,fājué
展望,zhǎnwàng,zhǎnwàng
引用,yǐnyòng,yǐnyòng
纪实,jìshí,jìshí
假设,jiǎshè,jiǎshè
明明,míngmíng,míngmíng
海里,hǎilǐ,hǎilǐ
分流,fēnliú,fēnliú
助手,zhùshǒu,zhùshǒu
大雨,dàyǔ,dàyǔ
蛋白质,dànbáizhì,dànbáizhì
文人,wénrén,wénrén
宏观经济,hóngguān jīngjì,hóngguān jīngjì
特使,tèshǐ,tèshǐ
参议院,cānyìyuàn,cānyìyuàn
过年,guònián,guònián
爱人,àiren,àiren
大王,dàiwang,dàiwang
大王,dàwáng,dàwáng
失利,shīlì,shīlì
辅助,fǔzhù,fǔzhù
打入,dǎrù,dǎrù
可贵,kěguì,kěguì
风力,fēnglì,fēnglì
晚饭,wǎnfàn,wǎnfàn
实物,shíwù,shíwù
榜样,bǎngyàng,bǎngyàng
强迫,qiǎngpò,qiǎngpò
老家,lǎojiā,lǎojiā
盛会,shènghuì,shènghuì
跻身,jīshēn,jīshēn
秋天,qiūtiān,qiūtiān
增至,zēngzhì,zēngzhì
心愿,xīnyuàn,xīnyuàn
器官,qìguān,qìguān
引资,yǐnzī,yǐnzī
题词,tící,tící
轻微,qīngwēi,qīngwēi
更换,gēnghuàn,gēnghuàn
平凡,píngfán,píngfán
感人,gǎnrén,gǎnrén
备忘,bèiwàng,bèiwàng
讲座,jiǎngzuò,jiǎngzuò
一时间,yīshíjiān,yīshíjiān
航运,hángyùn,hángyùn
加油,jiāyóu,jiāyóu
支柱产业,zhīzhù chǎnyè,zhīzhù chǎnyè
须要,xūyào,xūyào
共建,gòngjiàn,gòngjiàn
了不起,liǎobuqǐ,liǎobuqǐ
滋味,zīwèi,zīwèi
木材,mùcái,mùcái
有余,yǒuyú,yǒuyú
传教,chuánjiào,chuánjiào
论说,lùnshuō,lùnshuō
摄氏度,shèshìdù,shèshìdù
行李,xíngli,xíngli
疼痛,téngtòng,téngtòng
竭力,jiélì,jiélì
到会,dàohuì,dàohuì
老子,lǎozi,lǎozi
界限,jièxiàn,jièxiàn
钓鱼,diàoyú,diàoyú
销量,xiāoliàng,xiāoliàng
显现,xiǎnxiàn,xiǎnxiàn
枢纽,shūniǔ,shūniǔ
再有,zàiyǒu,zàiyǒu
提名,tímíng,tímíng
拆除,chāichú,chāichú
总算,zǒngsuàn,zǒngsuàn
同心,tóngxīn,tóngxīn
范畴,fànchóu,fànchóu
递交,dìjiāo,dìjiāo
棋手,qíshǒu,qíshǒu
公用,gōngyòng,gōngyòng
拳头,quántou,quántou
了事,liǎoshì,liǎoshì
病患,bìnghuàn,bìnghuàn
行走,xíngzǒu,xíngzǒu
备忘录,bèiwànglù,bèiwànglù
眼神,yǎnshén,yǎnshén
造福,zàofú,zàofú
大将,dàjiàng,dàjiàng
同等,tóngděng,tóngděng
全长,quáncháng,quáncháng
小女,xiǎonǚ,xiǎonǚ
体重,tǐzhòng,tǐzhòng
战机,zhànjī,zhànjī
牢固,láogù,láogù
妇人,fùrén,fùrén
老鼠,lǎoshǔ,lǎoshǔ
行进,xíngjìn,xíngjìn
奴隶,núlì,núlì
行经,xíngjīng,xíngjīng
警卫,jǐngwèi,jǐngwèi
巡回,xúnhuí,xúnhuí
倾销,qīngxiāo,qīngxiāo
外科,wàikē,wàikē
手枪,shǒuqiāng,shǒuqiāng
库区,kùqū,kùqū
对应,duìyìng,duìyìng
侵害,qīnhài,qīnhài
圣地,shèngdì,shèngdì
下班,xiàbān,xiàbān
压缩,yāsuō,yāsuō
鲜血,xiānxuè,xiānxuè
圣诞,shèngdàn,shèngdàn
有期徒刑,yǒuqī túxíng,yǒuqī túxíng
法西斯,fǎxīsī,fǎxīsī
起码,qǐmǎ,qǐmǎ
东欧,dōng'ōu,dōng ōu
苍白,cāngbái,cāngbái
高价,gāojià,gāojià
黄金周,huángjīnzhōu,huángjīnzhōu
战斗力,zhàndòulì,zhàndòulì
勘探,kāntàn,kāntàn
邻国,línguó,línguó
遗体,yítǐ,yítǐ
传媒,chuánméi,chuánméi
织品,zhīpǐn,zhīpǐn
填补,tiánbǔ,tiánbǔ
剧团,jùtuán,jùtuán
上扬,shàngyáng,shàngyáng
暗示,ànshì,ànshì
往年,wǎngnián,wǎngnián
束缚,shùfù,shùfù
回合,huíhé,huíhé
举重,jǔzhòng,jǔzhòng
天生,tiānshēng,tiānshēng
时装,shízhuāng,shízhuāng
商家,shāngjiā,shāngjiā
走路,zǒulù,zǒulù
势必,shìbì,shìbì
放大,fàngdà,fàngdà
贩毒,fàndú,fàndú
供电,gōngdiàn,gōngdiàn
就中,jiùzhōng,jiùzhōng
毫米,háomǐ,háomǐ
构筑,gòuzhù,gòuzhù
根源,gēnyuán,gēnyuán
成全,chéngquán,chéngquán
揭晓,jiēxiǎo,jiēxiǎo
拼搏,pīnbó,pīnbó
笑话,xiàohua,xiàohua
阴谋,yīnmóu,yīnmóu
确切,quèqiè,quèqiè
吸取,xīqǔ,xīqǔ
水准,shuǐzhǔn,shuǐzhǔn
农家,nóngjiā,nóngjiā
降落,jiàngluò,jiàngluò
建设性,jiànshèxìng,jiànshèxìng
乐团,yuètuán,yuètuán
越过,yuèguò,yuèguò
国境,guójìng,guójìng
廉政建设,liánzhèng jiànshè,liánzhèng jiànshè
重影,chóngyǐng,chóngyǐng
帝国主义,dìguó zhǔyì,dìguó zhǔyì
有意思,yǒuyìsi,yǒuyìsi
元帅,yuánshuài,yuánshuài
攻坚,gōngjiān,gōngjiān
万分,wànfēn,wànfēn
花生,huāshēng,huāshēng
过人,guòrén,guòrén
投机,tóujī,tóujī
税制,shuìzhì,shuìzhì
证券交易所,zhèngquàn jiāoyìsuǒ,zhèngquàn jiāoyìsuǒ
兴致,xìngzhì,xìngzhì
相机,xiàngjī,xiàngjī
消毒,xiāodú,xiāodú
语气,yǔqì,yǔqì
老是,lǎoshì,lǎoshì
忽略,hūlüè,hūlüè
艰辛,jiānxīn,jiānxīn
外向,wàixiàng,wàixiàng
畅通,chàngtōng,chàngtōng
做人,zuòrén,zuòrén
揭开,jiēkāi,jiēkāi
向往,xiàngwǎng,xiàngwǎng
护法,hùfǎ,hùfǎ
尤为,yóuwéi,yóuwéi
适宜,shìyí,shìyí
气象台,qìxiàngtái,qìxiàngtái
电机,diànjī,diànjī
话语,huàyǔ,huàyǔ
不宜,bùyí,bùyí
治国,zhìguó,zhìguó
天安门,tiān'ānmén,tiān ānmén
源头,yuántóu,yuántóu
整合,zhěnghé,zhěnghé
共计,gòngjì,gòngjì
办案,bàn'àn,bàn àn
马车,mǎchē,mǎchē
一派,yīpài,yīpài
占用,zhànyòng,zhànyòng
军部,jūnbù,jūnbù
民俗,mínsú,mínsú
第一线,dì-yīxiàn,dì yīxiàn
迈进,màijìn,màijìn
装甲,zhuāngjiǎ,zhuāngjiǎ
花样,huāyàng,huāyàng
传奇,chuánqí,chuánqí
里头,lǐtou,lǐtou
义务教育,yìwù jiàoyù,yìwù jiàoyù
按时,ànshí,ànshí
滞后,zhìhòu,zhìhòu
一经,yījīng,yījīng
自律,zìlǜ,zìlǜ
小子,xiǎozǐ,xiǎozǐ
小子,xiǎozi,xiǎozi
疫苗,yìmiáo,yìmiáo
作法,zuòfǎ,zuòfǎ
出线,chūxiàn,chūxiàn
岩石,yánshí,yánshí
不料,bùliào,bùliào
大姐,dàjiě,dàjiě
如期,rúqī,rúqī
昨晚,zuówǎn,zuówǎn
大潮,dàcháo,dàcháo
方程,fāngchéng,fāngchéng
飞行员,fēixíngyuán,fēixíngyuán
灾民,zāimín,zāimín
动武,dòngwǔ,dòngwǔ
公爵,gōngjué,gōngjué
书写,shūxiě,shūxiě
抗击,kàngjī,kàngjī
榜首,bǎngshǒu,bǎngshǒu
适度,shìdù,shìdù
会面,huìmiàn,huìmiàn
得益,déyì,déyì
责任人,zérènrén,zérènrén
堪称,kānchēng,kānchēng
缘故,yuángù,yuángù
两侧,liǎngcè,liǎngcè
规格,guīgé,guīgé
屁股,pìgu,pìgu
交代,jiāodài,jiāodài
民心,mínxīn,mínxīn
介入,jièrù,jièrù
大半,dàbàn,dàbàn
厂房,chǎngfáng,chǎngfáng
雕塑,diāosù,diāosù
诚意,chéngyì,chéngyì
投向,tóuxiàng,tóuxiàng
行事,xíngshì,xíngshì
战绩,zhànjì,zhànjì
会要,huìyào,huìyào
开玩笑,kāiwánxiào,kāiwánxiào
取缔,qǔdì,qǔdì
负有,fùyǒu,fùyǒu
乡下,xiāngxia,xiāngxia
假冒伪劣,jiǎmào-wěiliè,jiǎmào wěiliè
教会,jiàohuì,jiàohuì
贿赂,huìlù,huìlù
困惑,kùnhuò,kùnhuò
上山,shàngshān,shàngshān
体育馆,tǐyùguǎn,tǐyùguǎn
骨头,gǔtou,gǔtou
沉思,chénsī,chénsī
网点,wǎngdiǎn,wǎngdiǎn
大西洋,dàxīyáng,dàxīyáng
定价,dìngjià,dìngjià
议定,yìdìng,yìdìng
钢琴,gāngqín,gāngqín
禁区,jìnqū,jìnqū
出面,chūmiàn,chūmiàn
别墅,biéshù,biéshù
彩电,cǎidiàn,cǎidiàn
官司,guānsi,guānsi
名作,míngzuò,míngzuò
核电,hédiàn,hédiàn
实效,shíxiào,shíxiào
核算,hésuàn,hésuàn
拯救,zhěngjiù,zhěngjiù
钢材,gāngcái,gāngcái
侵权,qīnquán,qīnquán
修理,xiūlǐ,xiūlǐ
查明,chámíng,chámíng
手臂,shǒubì,shǒubì
趋于,qūyú,qūyú
过电,guòdiàn,guòdiàn
降雨,jiàngyǔ,jiàngyǔ
家财,jiācái,jiācái
篮子,lánzi,lánzi
左手,zuǒshǒu,zuǒshǒu
前年,qiánnián,qiánnián
临近,línjìn,línjìn
部下,bùxià,bùxià
警戒,jǐngjiè,jǐngjiè
理智,lǐzhì,lǐzhì
股价,gǔjià,gǔjià
兑换,duìhuàn,duìhuàn
欢喜,huānxǐ,huānxǐ
子公司,zǐgōngsī,zǐgōngsī
得主,dézhǔ,dézhǔ
特地,tèdì,tèdì
拉动,lādòng,lādòng
向来,xiànglái,xiànglái
婚礼,hūnlǐ,hūnlǐ
辅导,fǔdǎo,fǔdǎo
为难,wéinán,wéinán
兴国,xīngguó,xīngguó
暂行,zànxíng,zànxíng
再见,zàijiàn,zàijiàn
一幕,yīmù,yīmù
充当,chōngdāng,chōngdāng
忠实,zhōngshí,zhōngshí
识别,shíbié,shíbié
修养,xiūyǎng,xiūyǎng
电网,diànwǎng,diànwǎng
原谅,yuánliàng,yuánliàng
岂不,qǐbù,qǐbù
党建,dǎngjiàn,dǎngjiàn
譬如,pìrú,pìrú
勃发,bófā,bófā
大同,dàtóng,dàtóng
裁决,cáijué,cáijué
拼命,pīnmìng,pīnmìng
航行,hángxíng,hángxíng
罪恶,zuì'è,zuì è
水源,shuǐyuán,shuǐyuán
大政,dàzhèng,dàzhèng
有色,yǒusè,yǒusè
目的地,mùdìdì,mùdìdì
邮票,yóupiào,yóupiào
日渐,rìjiàn,rìjiàn
肩负,jiānfù,jiānfù
行将,xíngjiāng,xíngjiāng
忙碌,mánglù,mánglù
盗窃,dàoqiè,dàoqiè
场馆,chǎngguǎn,chǎngguǎn
戏曲,xìqǔ,xìqǔ
缴纳,jiǎonà,jiǎonà
截止,jiézhǐ,jiézhǐ
连连,liánlián,liánlián
何必,hébì,hébì
亲身,qīnshēn,qīnshēn
叔叔,shūshu,shūshu
淀粉,diànfěn,diànfěn
停车,tíngchē,tíngchē
精灵,jīnglíng,jīnglíng
广播电台,guǎngbō diàntái,guǎngbō diàntái
高地,gāodì,gāodì
播出,bōchū,bōchū
火炬,huǒjù,huǒjù
国画,guóhuà,guóhuà
变更,biàngēng,biàngēng
其人,qírén,qírén
教室,jiàoshì,jiàoshì
行家,hángjia,hángjia
仲裁,zhòngcái,zhòngcái
立案,lì'àn,lì àn
实证,shízhèng,shízhèng
下半场,xiàbànchǎng,xiàbànchǎng
闪烁,shǎnshuò,shǎnshuò
萝卜,luóbo,luóbo
慷慨,kāngkǎi,kāngkǎi
狠狠,hěnhěn,hěnhěn
置于,zhìyú,zhìyú
颤抖,chàndǒu,chàndǒu
从严,cóngyán,cóngyán
粉碎,fěnsuì,fěnsuì
英镑,yīngbàng,yīngbàng
集训,jíxùn,jíxùn
序幕,xùmù,xùmù
通人,tōngrén,tōngrén
怀念,huáiniàn,huáiniàn
构造,gòuzào,gòuzào
巴巴,bābā,bābā
目击,mùjī,mùjī
虽说,suīshuō,suīshuō
急于,jíyú,jíyú
用不着,yòngbuzháo,yòngbuzháo
共处,gòngchǔ,gòngchǔ
门人,ménrén,ménrén
历经,lìjīng,lìjīng
台风,táifēng,táifēng
孤立,gūlì,gūlì
发市,fāshì,fāshì
连忙,liánmáng,liánmáng
外语,wàiyǔ,wàiyǔ
疲劳,píláo,píláo
盼望,pànwàng,pànwàng
寿命,shòumìng,shòumìng
出让,chūràng,chūràng
装修,zhuāngxiū,zhuāngxiū
耶稣,yēsū,yēsū
督促,dūcù,dūcù
分支,fēnzhī,fēnzhī
无辜,wúgū,wúgū
符号,fúhào,fúhào
晚年,wǎnnián,wǎnnián
老虎,lǎohǔ,lǎohǔ
睡着,shuìzháo,shuìzháo
均价,jūnjià,jūnjià
黄土,huángtǔ,huángtǔ
落户,luòhù,luòhù
出事,chūshì,chūshì
起伏,qǐfú,qǐfú
中非,zhōngfēi,zhōngfēi
滥用,lànyòng,lànyòng
肿瘤,zhǒngliú,zhǒngliú
满怀,mǎnhuái,mǎnhuái
时分,shífēn,shífēn
没事,méishì,méishì
金融市场,jīnróng shìchǎng,jīnróng shìchǎng
流露,liúlù,liúlù
巧妙,qiǎomiào,qiǎomiào
拉丁,lādīng,lādīng
游览,yóulǎn,yóulǎn
简化,jiǎnhuà,jiǎnhuà
打断,dǎduàn,dǎduàn
多半,duōbàn,duōbàn
自来,zìlái,zìlái
听众,tīngzhòng,tīngzhòng
打扮,dǎban,dǎban
腾飞,téngfēi,téngfēi
春风,chūnfēng,chūnfēng
预言,yùyán,yùyán
好意思,hǎoyìsi,hǎoyìsi
应市,yìngshì,yìngshì
开水,kāishuǐ,kāishuǐ
行时,xíngshí,xíngshí
在职,zàizhí,zàizhí
中亚,zhōngyà,zhōngyà
次日,cìrì,cìrì
事变,shìbiàn,shìbiàn
童年,tóngnián,tóngnián
筹建,chóujiàn,chóujiàn
开战,kāizhàn,kāizhàn
这会儿,zhèhuìr,zhèhuìr
身高,shēngāo,shēngāo
刑事责任,xíngshì zérèn,xíngshì zérèn
死人,sǐrén,sǐrén
十足,shízú,shízú
纪念馆,jìniànguǎn,jìniànguǎn
亲密,qīnmì,qīnmì
人名,rénmíng,rénmíng
周刊,zhōukān,zhōukān
瞄准,miáozhǔn,miáozhǔn
孔子,kǒngzǐ,kǒngzǐ
能干,nénggàn,nénggàn
隐藏,yǐncáng,yǐncáng
调和,tiáohé,tiáohé
革新,géxīn,géxīn
饮用,yǐnyòng,yǐnyòng
祖父,zǔfù,zǔfù
伪造,wěizào,wěizào
此地,cǐdì,cǐdì
海滨,hǎibīn,hǎibīn
太子,tàizǐ,tàizǐ
脆弱,cuìruò,cuìruò
家规,jiāguī,jiāguī
公款,gōngkuǎn,gōngkuǎn
照相,zhàoxiàng,zhàoxiàng
进化,jìnhuà,jìnhuà
多样化,duōyànghuà,duōyànghuà
服用,fúyòng,fúyòng
防疫,fángyì,fángyì
共同体,gòngtóngtǐ,gòngtóngtǐ
为时,wéishí,wéishí
增值税,zēngzhíshuì,zēngzhíshuì
独资,dúzī,dúzī
本事,běnshì,běnshì
本事,běnshi,běnshi
镜子,jìngzi,jìngzi
自家,zìjiā,zìjiā
分解,fēnjiě,fēnjiě
集装箱,jízhuāngxiāng,jízhuāngxiāng
繁华,fánhuá,fánhuá
搜集,sōují,sōují
平日,píngrì,píngrì
二战,èrzhàn,èrzhàn
人世,rénshì,rénshì
将就,jiāngjiu,jiāngjiu
熊猫,xióngmāo,xióngmāo
通俗,tōngsú,tōngsú
电气,diànqì,diànqì
医护,yīhù,yīhù
汇价,huìjià,huìjià
不无,bùwú,bùwú
趋向,qūxiàng,qūxiàng
首长,shǒuzhǎng,shǒuzhǎng
根据地,gēnjùdì,gēnjùdì
柜台,guìtái,guìtái
终止,zhōngzhǐ,zhōngzhǐ
故障,gùzhàng,gùzhàng
常人,chángrén,chángrén
管辖,guǎnxiá,guǎnxiá
上报,shàngbào,shàngbào
楼房,lóufáng,lóufáng
自然保护区,zìrán bǎohùqū,zìrán bǎohùqū
外籍,wàijí,wàijí
中看,zhōngkàn,zhōngkàn
农作物,nóngzuòwù,nóngzuòwù
出院,chūyuàn,chūyuàn
自然灾害,zìrán zāihài,zìrán zāihài
新春,xīnchūn,xīnchūn
东风,dōngfēng,dōngfēng
工委,gōngwěi,gōngwěi
由得,yóude,yóude
议政,yìzhèng,yìzhèng
打造,dǎzào,dǎzào
教徒,jiàotú,jiàotú
孙子,sūnzi,sūnzi
堂会,tánghuì,tánghuì
学成,xuéchéng,xuéchéng
非正式,fēizhèngshì,fēizhèngshì
党风,dǎngfēng,dǎngfēng
多事,duōshì,duōshì
球星,qiúxīng,qiúxīng
遗留,yíliú,yíliú
知名度,zhīmíngdù,zhīmíngdù
将领,jiànglǐng,jiànglǐng
用武,yòngwǔ,yòngwǔ
反弹,fǎntán,fǎntán
民国,mínguó,mínguó
生成,shēngchéng,shēngchéng
所得税,suǒdéshuì,suǒdéshuì
植树,zhíshù,zhíshù
官僚,guānliáo,guānliáo
美人,měirén,měirén
口头,kǒutóu,kǒutóu
救治,jiùzhì,jiùzhì
过半,guòbàn,guòbàn
预赛,yùsài,yùsài
证人,zhèngren,zhèngren
领取,lǐngqǔ,lǐngqǔ
节能,jiénéng,jiénéng
入选,rùxuǎn,rùxuǎn
指引,zhǐyǐn,zhǐyǐn
执照,zhízhào,zhízhào
企事业,qǐ-shìyè,qǐ shìyè
驻军,zhùjūn,zhùjūn
误解,wùjiě,wùjiě
试行,shìxíng,shìxíng
以求,yǐqiú,yǐqiú
特务,tèwù,tèwù
特务,tèwu,tèwu
笼罩,lǒngzhào,lǒngzhào
军舰,jūnjiàn,jūnjiàn
遍布,biànbù,biànbù
余额,yú'é,yú é
防洪,fánghóng,fánghóng
陈列,chénliè,chénliè
逃避,táobì,táobì
大举,dàjǔ,dàjǔ
课堂,kètáng,kètáng
历代,lìdài,lìdài
悲哀,bēi'āi,bēi āi
