term,pinyin
方术,fāngshù
市情,shìqíng
伪钞,wěichāo
假球,jiǎqiú
地核,dìhé
泳装,yǒngzhuāng
负数,fùshù
密信,mìxìn
奇效,qíxiào
镇守,zhènshǒu
河沟,hégōu
盗猎,dàoliè
学区,xuéqū
水色,shuǐsè
从犯,cóngfàn
降等,jiàngděng
机油,jīyóu
冷天,lěngtiān
时态,shítài
拉面,lāmiàn
摩天大楼,mótiān dàlóu
大错特错,dàcuò-tècuò
误信,wùxìn
死而后已,sǐ'érhòuyǐ
心曲,xīnqū
消灾,xiāozāi
感奋,gǎnfèn
窗棂,chuānglíng
止息,zhǐxī
庙堂,miàotáng
各有所长,gèyǒusuǒcháng
褒扬,bāoyáng
群像,qúnxiàng
书面语,shūmiànyǔ
暴跳如雷,bàotiào-rúléi
飞瀑,fēipù
散射,sǎnshè
干咳,gānké
阴森森,yīnsēnsēn
所部,suǒbù
变型,biànxíng
迷乱,míluàn
馆舍,guǎnshè
全篇,quánpiān
痛切,tòngqiè
汽轮机,qìlúnjī
宗亲,zōngqīn
行草,xíngcǎo
敷设,fūshè
太平间,tàipíngjiān
完税,wánshuì
隐痛,yǐntòng
傲视,àoshì
辈分,bèifen
张目,zhāngmù
胡来,húlái
奔袭,bēnxí
战袍,zhànpáo
远涉,yuǎnshè
经卷,jīngjuàn
空口,kōngkǒu
空炮,kōngpào
妻妾,qīqiè
旁落,pángluò
巴望,bāwàng
搜身,sōushēn
一股脑儿,yīgǔnǎor
尽孝,jìnxiào
和平鸽,hépínggē
慢腾腾,mànténgténg
摆平,bǎipíng
杞人忧天,qǐrén-yōutiān
怀胎,huáitāi
走街串巷,zǒujiē-chuànxiàng
说到做到,shuōdào-zuòdào
等闲视之,děngxián-shìzhī
全家福,quánjiāfú
梳妆台,shūzhuāngtái
跨栏,kuàlán
痛处,tòngchù
平直,píngzhí
雄健,xióngjiàn
灵车,língchē
求告,qiúgào
肉禽,ròuqín
重播,chóngbō
微服,wēifú
假充,jiǎchōng
齐集,qíjí
贡品,gòngpǐn
接风,jiēfēng
收手,shōushǒu
房基,fángjī
鱼皮,yúpí
抗辩,kàngbiàn
同房,tóngfáng
履带,lǚdài
感念,gǎnniàn
依从,yīcóng
矸石,gānshí
断线,duànxiàn
赤贫,chìpín
发急,fājí
金银花,jīnyínhuā
阴沉沉,yīnchénchén
鸟语花香,niǎoyǔ-huāxiāng
投机取巧,tóujī-qǔqiǎo
扎营,zhāyíng
官位,guānwèi
充塞,chōngsè
右面,yòumiàn
倒车,dàochē
倒车,dǎochē
白薯,báishǔ
花农,huānóng
详述,xiángshù
打桩,dǎzhuāng
僚机,liáojī
票款,piàokuǎn
古筝,gǔzhēng
复种,fùzhòng
烫手,tàngshǒu
挂图,guàtú
梅雨,méiyǔ
甜瓜,tiánguā
作别,zuòbié
点化,diǎnhuà
线虫,xiànchóng
随感,suígǎn
贿选,huìxuǎn
博取,bóqǔ
滥调,làndiào
设局,shèjú
自燃,zìrán
版式,bǎnshì
安睡,ānshuì
言志,yánzhì
乡邻,xiānglín
一语道破,yīyǔ-dàopò
余款,yúkuǎn
你来我往,nǐlái-wǒwǎng
打道回府,dǎdào-huífǔ
山珍海味,shānzhēn-hǎiwèi
嗜酒,shìjiǔ
批阅,pīyuè
耐寒,nàihán
叉子,chāzi
脾性,píxìng
实景,shíjǐng
救生衣,jiùshēngyī
吸血鬼,xīxuèguǐ
重阳节,chóngyángjié
概括性,gàikuòxìng
自然力,zìránlì
若隐若现,ruòyǐn-ruòxiàn
磕碰,kēpèng
钱粮,qiánliáng
归并,guībìng
愚笨,yúbèn
情敌,qíngdí
香草,xiāngcǎo
贞操,zhēncāo
讲堂,jiǎngtáng
韧劲,rènjìn
粉色,fěnsè
让价,ràngjià
鸡皮疙瘩,jīpí gēda
考订,kǎodìng
分拣,fēnjiǎn
案板,ànbǎn
渐入佳境,jiànrù-jiājìng
整肃,zhěngsù
标点符号,biāodiǎn fúhào
定评,dìngpíng
记功,jìgōng
践行,jiànxíng
头功,tóugōng
流芳,liúfāng
前兆,qiánzhào
烟幕,yānmù
富户,fùhù
僵死,jiāngsǐ
下唇,xiàchún
课间,kèjiān
苍松,cāngsōng
骤起,zhòuqǐ
心绞痛,xīnjiǎotòng
打油诗,dǎyóushī
碱化,jiǎnhuà
一丝不挂,yīsī-bùguà
故弄玄虚,gùnòng-xuánxū
简而言之,jiǎn'éryánzhī
晴天霹雳,qíngtiān-pīlì
天寒地冻,tiānhán-dìdòng
无可争辩,wúkězhēngbiàn
正人君子,zhèngrén-jūnzǐ
笑逐颜开,xiàozhú-yánkāi
习得,xídé
超收,chāoshōu
苦熬,kǔ'áo
代购,dàigòu
外快,wàikuài
货郎,huòláng
坐大,zuòdà
辣子,làzi
助战,zhùzhàn
卸责,xièzé
庄户,zhuānghù
橘红,júhóng
监工,jiāngōng
旧历,jiùlì
浅滩,qiǎntān
桂圆,guìyuán
招引,zhāoyǐn
留传,liúchuán
唇齿,chúnchǐ
总方针,zǒngfāngzhēn
多发性,duōfāxìng
二传手,èrchuánshǒu
建档,jiàndàng
室内乐,shìnèiyuè
识大体,shídàtǐ
丝竹,sīzhú
第一人称,dì-yī rénchēng
相形见绌,xiāngxíng-jiànchù
干裂,gānliè
采血,cǎixiě
申述,shēnshù
误伤,wùshāng
琅琅,lángláng
杆秤,gǎnchèng
行迹,xíngjì
稿本,gǎoběn
缆绳,lǎnshéng
回车,huíchē
嘶鸣,sīmíng
廓清,kuòqīng
弟媳,dìxí
船民,chuánmín
惺忪,xīngsōng
倏忽,shūhū
总路线,zǒnglùxiàn
默片,mòpiàn
星图,xīngtú
粉条,fěntiáo
水头,shuǐtóu
引言,yǐnyán
狂言,kuángyán
单数,dānshù
瑜伽,yújiā
下怀,xiàhuái
悔悟,huǐwù
崇洋,chóngyáng
破落,pòluò
皮炎,píyán
挑灯,tiǎodēng
走火入魔,zǒuhuǒ-rùmó
防腐剂,fángfǔjì
生物钟,shēngwùzhōng
屯垦,túnkěn
忙人,mángrén
热轧,rèzhá
倒映,dàoyìng
始作俑者,shǐzuòyǒngzhě
天花乱坠,tiānhuā-luànzhuì
严以律己,yányǐlǜjǐ
深山老林,shēnshān-lǎolín
承上启下,chéngshàng-qǐxià
面授,miànshòu
岸然,ànrán
邮政储蓄,yóuzhèng chǔxù
顶头上司,dǐngtóu shàngsi
反掌,fǎnzhǎng
遗容,yíróng
口型,kǒuxíng
补正,bǔzhèng
琉璃瓦,liúliwǎ
歼灭战,jiānmièzhàn
辣椒油,làjiāoyóu
私法,sīfǎ
天险,tiānxiǎn
窠臼,kējiù
从速,cóngsù
猩红,xīnghóng
增拨,zēngbō
贪心,tānxīn
棉袍,miánpáo
兽类,shòulèi
挑动,tiǎodòng
工件,gōngjiàn
秃顶,tūdǐng
管材,guǎncái
抵偿,dǐcháng
用典,yòngdiǎn
本心,běnxīn
诡辩,guǐbiàn
阿訇,āhōng
统辖,tǒngxiá
均势,jūnshì
怀古,huáigǔ
陋室,lòushì
交电,jiāodiàn
琴曲,qínqǔ
墨宝,mòbǎo
标高,biāogāo
春分,chūnfēn
秋分,qiūfēn
城际,chéngjì
余晖,yúhuī
飒爽,sàshuǎng
垂柳,chuíliǔ
沙棘,shājí
巧夺天工,qiǎoduó-tiāngōng
名噪一时,míngzào-yīshí
大喜过望,dàxǐ-guòwàng
改朝换代,gǎicháo-huàndài
第一把手,dì-yībǎshǒu
势如破竹,shìrúpòzhú
耐热,nàirè
操刀,cāodāo
肿块,zhǒngkuài
付现,fùxiàn
矿砂,kuàngshā
交白卷,jiāobáijuàn
小卖部,xiǎomàibù
考卷,kǎojuàn
马甲,mǎjiǎ
推说,tuīshuō
生辰,shēngchén
埋名,máimíng
新姿,xīnzī
冬令,dōnglìng
尊卑,zūnbēi
上宾,shàngbīn
缆车,lǎnchē
气性,qìxing
女色,nǚsè
汗衫,hànshān
首级,shǒují
算卦,suànguà
重载,zhòngzài
妇道,fùdào
皱巴巴,zhòubābā
青年节,qīngniánjié
谍报,diébào
冲剂,chōngjì
轮转,lúnzhuàn
鸭梨,yālí
费尽心机,fèijìn-xīnjī
丰盈,fēngyíng
客居,kèjū
扑打,pūdǎ
扑打,pūda
精练,jīngliàn
文句,wénjù
污物,wūwù
撒腿,sātuǐ
废人,fèirén
选登,xuǎndēng
回味无穷,huíwèi-wúqióng
出彩,chūcǎi
土崩瓦解,tǔbēng-wǎjiě
重蹈覆辙,chóngdǎo-fùzhé
高不可攀,gāobùkěpān
信任投票,xìnrèn tóupiào
兼收并蓄,jiānshōu-bìngxù
文化景观,wénhuà jǐngguān
没头没脑,méitóu-méinǎo
名山大川,míngshān-dàchuān
出尔反尔,chū'ěr-fǎn'ěr
抑扬顿挫,yìyáng-dùncuò
耀武扬威,yàowǔ-yángwēi
舟桥,zhōuqiáo
等效,děngxiào
香粉,xiāngfěn
弹力,tánlì
时序,shíxù
开言,kāiyán
生擒,shēngqín
蚕丝,cánsī
小巴,xiǎobā
盲文,mángwén
治世,zhìshì
值日,zhírì
税目,shuìmù
淅淅,xīxī
慑于,shèyú
月票,yuèpiào
放空,fàngkōng
一走了之,yīzǒu-liǎozhī
逆来顺受,nìlái-shùnshòu
牛鬼蛇神,niúguǐ-shéshén
父母官,fùmǔguān
庄稼地,zhuāngjiadì
助产,zhùchǎn
光通信,guāngtōngxìn
抢时间,qiǎngshíjiān
生猛,shēngměng
急病,jíbìng
病势,bìngshì
血债,xuèzhài
序跋,xùbá
涂炭,tútàn
嗣后,sìhòu
衍射,yǎnshè
冬青,dōngqīng
岗亭,gǎngtíng
鸿儒,hóngrú
年假,niánjià
工于,gōngyú
粗话,cūhuà
准保,zhǔnbǎo
顺和,shùnhe
斗鸡,dòujī
绰约,chuòyuē
明处,míngchù
果肉,guǒròu
鱼种,yúzhǒng
飞升,fēishēng
豢养,huànyǎng
相送,xiāngsòng
出家人,chūjiārén
飞毛腿,fēimáotuǐ
安乐椅,ānlèyǐ
淋巴结,línbājié
差旅费,chāilǚfèi
灰溜溜,huīliūliū
寒暑假,hán-shǔjià
侦察兵,zhēnchábīng
假面具,jiǎmiànjù
幼子,yòuzǐ
短兵相接,duǎnbīng-xiāngjiē
连篇累牍,liánpiān-lěidú
国泰民安,guótài-mín'ān
一概而论,yīgài'érlùn
淫荡,yíndàng
新义,xīnyì
奸商,jiānshāng
火坑,huǒkēng
削球,xiāoqiú
探戈,tàngē
反其道而行之,fǎn qí dào ér xíng zhī
震源,zhènyuán
血亲,xuèqīn
桂皮,guìpí
吃素,chīsù
当道,dāngdào
界碑,jièbēi
战歌,zhàngē
风箱,fēngxiāng
判案,pàn'àn
先觉,xiānjué
出巡,chūxún
秋毫,qiūháo
千里马,qiānlǐmǎ
度量衡,dù-liàng-héng
钢丝绳,gāngsīshéng
伪君子,wěijūnzǐ
寒碜,hánchen
仆役,púyì
歌会,gēhuì
抽噎,chōuyē
纯碱,chúnjiǎn
受降,shòuxiáng
颠沛流离,diānpèi-liúlí
白金汉宫,báijīnhàngōng
名位,míngwèi
应用科学,yìngyòng kēxué
讳莫如深,huìmòrúshēn
卫生巾,wèishēngjīn
盟誓,méngshì
喜笑颜开,xǐxiào-yánkāi
愤世嫉俗,fènshì-jísú
老茧,lǎojiǎn
专区,zhuānqū
雨丝,yǔsī
京味儿,jīngwèir
追尾,zhuīwěi
盐池,yánchí
刚烈,gāngliè
奉告,fènggào
阑珊,lánshān
被套,bèitào
变卦,biànguà
入队,rùduì
妄加,wàngjiā
供应站,gōngyìngzhàn
舅子,jiùzi
狂想,kuángxiǎng
午间,wǔjiān
产房,chǎnfáng
排字,páizì
活法,huófǎ
房檐,fángyán
排毒,páidú
七律,qīlǜ
献殷勤,xiànyīnqín
一览表,yīlǎnbiǎo
巨无霸,jùwúbà
生意经,shēngyijīng
小气候,xiǎoqìhòu
乱麻,luànmá
辐射能,fúshènéng
观世音,guānshìyīn
末叶,mòyè
眷顾,juàngù
果酱,guǒjiàng
体悟,tǐwù
说破,shuōpò
知己知彼,zhījǐ-zhībǐ
不近人情,bùjìn-rénqíng
抛头露面,pāotóu-lùmiàn
欲罢不能,yùbà-bùnéng
可圈可点,kěquān-kědiǎn
扩军,kuòjūn
喂奶,wèinǎi
牵强附会,qiānqiǎng-fùhuì
墨守成规,mòshǒu-chéngguī
叛逃,pàntáo
奇袭,qíxí
行帮,hángbāng
猎猎,lièliè
清雅,qīngyǎ
吸吮,xīshǔn
装裱,zhuāngbiǎo
淫妇,yínfù
衣饰,yīshì
渔利,yúlì
初诊,chūzhěn
缓建,huǎnjiàn
破鞋,pòxié
赏析,shǎngxī
续会,xùhuì
套取,tàoqǔ
赴约,fùyuē
蹦床,bèngchuáng
节能灯,jiénéngdēng
用刑,yòngxíng
冰激凌,bīngjīlíng
可耕地,kěgēngdì
白种人,báizhǒngrén
纪念塔,jìniàntǎ
同案犯,tóng'ànfàn
心理战,xīnlǐzhàn
瘙痒,sàoyǎng
咪咪,mīmī
心志,xīnzhì
饭钱,fànqián
减法,jiǎnfǎ
躺椅,tǎngyǐ
快人快语,kuàirén-kuàiyǔ
天南海北,tiānnán-hǎiběi
锣鼓喧天,luógǔ-xuāntiān
规定动作,guīdìng dòngzuò
你追我赶,nǐzhuī-wǒgǎn
骨瘦如柴,gǔshòurúchái
啪啦,pālā
绝代,juédài
浓香,nóngxiāng
拒付,jùfù
高跷,gāoqiāo
佛塔,fótǎ
该着,gāizháo
遭难,zāonàn
冲压,chòngyā
水层,shuǐcéng
琴师,qínshī
举棋不定,jǔqí-bùdìng
一锤定音,yīchuí-dìngyīn
贤妻良母,xiánqī-liángmǔ
口试,kǒushì
半夜三更,bànyè-sāngēng
张牙舞爪,zhāngyá-wǔzhǎo
涅槃,nièpán
题签,tíqiān
怪论,guàilùn
彩车,cǎichē
梦话,mènghuà
家母,jiāmǔ
军衣,jūnyī
谒见,yèjiàn
恒久,héngjiǔ
灼伤,zhuóshāng
诗体,shītǐ
解表,jiěbiǎo
头年,tóunián
攻心,gōngxīn
地砖,dìzhuān
含冤,hányuān
黑斑,hēibān
敬慕,jìngmù
企求,qǐqiú
命定,mìngdìng
初探,chūtàn
深挚,shēnzhì
熟路,shúlù
韵事,yùnshì
寒夜,hányè
清朗,qīnglǎng
枪托,qiāngtuō
民力,mínlì
独享,dúxiǎng
切近,qièjìn
裂口,lièkǒu
编外,biānwài
辅音,fǔyīn
吵吵嚷嚷,chǎochǎo-rǎngrǎng
节外生枝,jiéwài-shēngzhī
悬崖峭壁,xuányá-qiàobì
寿终正寝,shòuzhōng-zhèngqǐn
眉开眼笑,méikāi-yǎnxiào
多劳多得,duōláo-duōdé
有机可乘,yǒujī-kěchéng
开源节流,kāiyuán-jiéliú
冤假错案,yuān-jiǎ-cuò'àn
蒸馏水,zhēngliúshuǐ
风马牛不相及,fēng mǎ niú bù xiāngjí
修订本,xiūdìngběn
恶气,èqì
鸣笛,míngdí
墨汁,mòzhī
猛将,měngjiàng
采收,cǎishōu
望风,wàngfēng
亨通,hēngtōng
游民,yóumín
内景,nèijǐng
自量,zìliàng
清唱,qīngchàng
隐晦,yǐnhuì
掰开,bāikāi
妙法,miàofǎ
古雅,gǔyǎ
智谋,zhìmóu
梗概,gěnggài
奉送,fèngsòng
镣铐,liàokào
葱郁,cōngyù
累进,lěijìn
剃刀,tìdāo
淫威,yínwēi
悲切,bēiqiè
菜色,càisè
酿制,niàngzhì
裂解,lièjiě
硬功,yìnggōng
快信,kuàixìn
年礼,niánlǐ
奇伟,qíwěi
打拐,dǎguǎi
毗连,pílián
分户,fēnhù
限令,xiànlìng
爱河,àihé
龙套,lóngtào
赘述,zhuìshù
草食,cǎoshí
核威慑,héwēishè
动员令,dòngyuánlìng
软组织,ruǎnzǔzhī
手术刀,shǒushùdāo
文明人,wénmíngrén
感恩节,gǎn'ēnjié
北京猿人,běijīng yuánrén
照说,zhàoshuō
显影,xiǎnyǐng
配种,pèizhǒng
竿子,gānzi
帐子,zhàngzi
立言,lìyán
拼写,pīnxiě
哄骗,hǒngpiàn
炮手,pàoshǒu
师兄弟,shīxiōngdì
各行其是,gèxíngqíshì
亡羊补牢,wángyáng-bǔláo
政出多门,zhèngchū-duōmén
悬崖勒马,xuányá-lèmǎ
借题发挥,jiètí-fāhuī
毛细血管,máoxì xuèguǎn
得意忘形,déyì-wàngxíng
阴魂,yīnhún
攻取,gōngqǔ
丝瓜,sīguā
诡诈,guǐzhà
推搡,tuīsǎng
牧童,mùtóng
面面俱到,miànmiàn-jùdào
功德无量,gōngdé-wúliàng
绝经,juéjīng
胶质,jiāozhì
创编,chuàngbiān
清规,qīngguī
纰漏,pīlòu
嫖客,piáokè
自毁,zìhuǐ
狱警,yùjǐng
创税,chuàngshuì
流云,liúyún
官了,guānliǎo
惊雷,jīngléi
语塞,yǔsè
盐分,yánfèn
手巧,shǒuqiǎo
阳痿,yángwěi
良辰,liángchén
提纯,tíchún
飘洒,piāosǎ
盛怒,shèngnù
意译,yìyì
米汤,mǐtāng
迎亲,yíngqīn
河川,héchuān
竹马,zhúmǎ
饶舌,ráoshé
训导,xùndǎo
运输舰,yùnshūjiàn
避孕套,bìyùntào
无核区,wúhéqū
替罪羊,tìzuìyáng
律动,lǜdòng
誓词,shìcí
臭虫,chòuchóng
甘霖,gānlín
流年,liúnián
莹莹,yíngyíng
笔力,bǐlì
香精,xiāngjīng
误诊,wùzhěn
遗作,yízuò
裘皮,qiúpí
物象,wùxiàng
反间,fǎnjiàn
乡野,xiāngyě
迟延,chíyán
四出,sìchū
尤甚,yóushèn
痛痒,tòngyǎng
等额,děng'é
用劲,yòngjìn
纵马,zòngmǎ
援兵,yuánbīng
遥想,yáoxiǎng
降服,xiángfú
感怀,gǎnhuái
调资,tiáozī
药典,yàodiǎn
天兵,tiānbīng
低端,dīduān
疆土,jiāngtǔ
芋头,yùtou
晴好,qínghǎo
野果,yěguǒ
前驱,qiánqū
配乐,pèiyuè
滴答,dīda
良民,liángmín
轻佻,qīngtiāo
上纲,shànggāng
当家的,dāngjiāde
不开眼,bùkāiyǎn
不足取,bùzúqǔ
洒落,sǎluò
重整旗鼓,chóngzhěng-qígǔ
济济一堂,jǐjǐ-yītáng
胆大妄为,dǎndà-wàngwéi
夸夸其谈,kuākuā-qítán
于事无补,yúshì-wúbǔ
盛气凌人,shèngqì-língrén
起早贪黑,qǐzǎo-tānhēi
洋娃娃,yángwáwa
扫描仪,sǎomiáoyí
这么点儿,zhèmediǎnr
没戏,méixì
奴婢,núbì
板壁,bǎnbì
蒜泥,suànní
有染,yǒurǎn
奶茶,nǎichá
铜版,tóngbǎn
稀粥,xīzhōu
龙钟,lóngzhōng
初赛,chūsài
婢女,bìnǚ
牧工,mùgōng
出险,chūxiǎn
侧影,cèyǐng
投书,tóushū
就擒,jiùqín
驳倒,bódǎo
掌舵,zhǎngduò
月食,yuèshí
初评,chūpíng
一览无余,yīlǎn-wúyú
众矢之的,zhòngshǐzhīdì
不可抗力,bùkěkànglì
两败俱伤,liǎngbài-jùshāng
自不待言,zìbùdàiyán
十二指肠,shí'èrzhǐcháng
网络营销,wǎngluò yíngxiāo
自命不凡,zìmìng-bùfán
凶多吉少,xiōngduō-jíshǎo
美男子,měinánzǐ
文件夹,wénjiànjiā
博士点,bóshìdiǎn
笑盈盈,xiàoyíngyíng
起落架,qǐluòjià
强硬派,qiángyìngpài
样带,yàngdài
转车,zhuǎnchē
紫檀,zǐtán
陨落,yǔnluò
肉欲,ròuyù
畏罪,wèizuì
相邀,xiāngyāo
接办,jiēbàn
捡拾,jiǎnshí
军刀,jūndāo
刚巧,gāngqiǎo
报单,bàodān
幕布,mùbù
断指,duànzhǐ
偏废,piānfèi
地勤,dìqín
强使,qiǎngshǐ
凉亭,liángtíng
友邦,yǒubāng
矿场,kuàngchǎng
盲区,mángqū
远游,yuǎnyóu
浓妆,nóngzhuāng
财路,cáilù
贫弱,pínruò
撕扯,sīchě
过继,guòjì
惘然,wǎngrán
互爱,hù'ài
醇香,chúnxiāng
互济,hùjì
卓然,zhuórán
学潮,xuécháo
高矮,gāo'ǎi
押韵,yāyùn
动真格的,dòngzhēngéde
执法犯法,zhífǎ-fànfǎ
老夫子,lǎofūzǐ
礼拜堂,lǐbàitáng
品茗,pǐnmíng
零增长,língzēngzhǎng
讲价,jiǎngjià
飞蛾,fēi'é
佛爷,fóye
品茶,pǐnchá
白带,báidài
诗刊,shīkān
笑料,xiàoliào
竟至,jìngzhì
网开一面,wǎngkāi-yīmiàn
选读,xuǎndú
养颜,yǎngyán
索桥,suǒqiáo
团费,tuánfèi
准考证,zhǔnkǎozhèng
小商贩,xiǎoshāngfàn
合作化,hézuòhuà
傻乎乎,shǎhūhū
死亡线,sǐwángxiàn
说闲话,shuōxiánhuà
印花税,yìnhuāshuì
试机,shìjī
各自为战,gèzì-wéizhàn
坡道,pōdào
约数,yuēshù
约摸,yuēmo
白嫩,báinèn
存粮,cúnliáng
女式,nǚshì
蒙羞,méngxiū
机子,jīzi
零工,línggōng
小灶,xiǎozào
央告,yānggào
麻酱,májiàng
频谱,pínpǔ
料定,liàodìng
迅疾,xùnjí
盖头,gàitou
拜倒,bàidǎo
便利店,biànlìdiàn
导火线,dǎohuǒxiàn
弄潮儿,nòngcháo'ér
出远门,chūyuǎnmén
披荆斩棘,pījīng-zhǎnjí
精明强干,jīngmíng-qiánggàn
镇定自若,zhèndìng-zìruò
泰然自若,tàirán-zìruò
老生常谈,lǎoshēng-chángtán
鉴证,jiànzhèng
洋钱,yángqián
挂面,guàmiàn
退隐,tuìyǐn
声部,shēngbù
败落,bàiluò
道喜,dàoxǐ
钢刀,gāngdāo
高师,gāoshī
官窑,guānyáo
奔丧,bēnsāng
还报,huánbào
查抄,cháchāo
筐子,kuāngzi
滥发,lànfā
飘舞,piāowǔ
汽配,qìpèi
解嘲,jiěcháo
头尾,tóuwěi
打坐,dǎzuò
剥蚀,bōshí
大驾,dàjià
为人师表,wéirénshībiǎo
舶来品,bóláipǐn
包装纸,bāozhuāngzhǐ
氧化剂,yǎnghuàjì
想不开,xiǎngbukāi
白玉兰,báiyùlán
娘儿们,niáng'ermen
保险单,bǎoxiǎndān
例行公事,lìxíng-gōngshì
打抱不平,dǎbàobùpíng
九牛二虎之力,jiǔ niú èr hǔ zhī lì
循循善诱,xúnxún-shànyòu
审评,shěnpíng
剪除,jiǎnchú
手重,shǒuzhòng
去病,qùbìng
质料,zhìliào
帮派,bāngpài
藤蔓,téngwàn
渔家,yújiā
充数,chōngshù
愁闷,chóumèn
乐感,yuègǎn
页码,yèmǎ
楼区,lóuqū
过甚,guòshèn
戏文,xìwén
瞅准,chǒuzhǔn
板床,bǎnchuáng
按键,ànjiàn
头饰,tóushì
立春,lìchūn
晚婚,wǎnhūn
赴任,fùrèn
共聚,gòngjù
私囊,sīnáng
图册,túcè
浓淡,nóngdàn
备件,bèijiàn
抚弄,fǔnòng
拣选,jiǎnxuǎn
葱绿,cōnglǜ
虎穴,hǔxué
踏访,tàfǎng
反调,fǎndiào
采光,cǎiguāng
血路,xuèlù
高擎,gāoqíng
死敌,sǐdí
逆风,nìfēng
笑呵呵,xiàohēhē
协约国,xiéyuēguó
说大话,shuōdàhuà
穷光蛋,qióngguāngdàn
手推车,shǒutuīchē
流言蜚语,liúyán-fēiyǔ
铁面无私,tiěmiàn-wúsī
一笔勾销,yībǐ-gōuxiāo
振聋发聩,zhènlóng-fākuì
急步,jíbù
暗流,ànliú
起泡,qǐpào
冰雕,bīngdiāo
飞腾,fēiténg
纹路,wénlù
问讯,wènxùn
治黄,zhìhuáng
昏花,hūnhuā
牵肠挂肚,qiāncháng-guàdù
随行就市,suíháng-jiùshì
严惩不贷,yánchéngbùdài
一无是处,yīwú-shìchù
断章取义,duànzhāng-qǔyì
整装待发,zhěngzhuāng-dàifā
精雕细刻,jīngdiāo-xìkè
大逆不道,dànì-bùdào
一刀两断,yīdāo-liǎngduàn
吹灰之力,chuīhuīzhīlì
举手投足,jǔshǒu-tóuzú
先入为主,xiānrù-wéizhǔ
下毒手,xiàdúshǒu
唱段,chàngduàn
乡绅,xiāngshēn
花镜,huājìng
轿夫,jiàofū
瞭望,liàowàng
扰动,rǎodòng
魔掌,mózhǎng
猛禽,měngqín
寒窗,hánchuāng
陪客,péikè
伏法,fúfǎ
追悔,zhuīhuǐ
宝殿,bǎodiàn
内讧,nèihòng
矩形,jǔxíng
银装,yínzhuāng
土山,tǔshān
转晴,zhuǎnqíng
对偶,duì'ǒu
灯芯,dēngxīn
追诉,zhuīsù
九鼎,jiǔdǐng
街门,jiēmén
血量,xuèliàng
场院,chángyuàn
豆苗,dòumiáo
草席,cǎoxí
偏心,piānxīn
抖落,dǒuluò
油滑,yóuhuá
行距,hángjù
呢喃,nínán
挂失,guàshī
实价,shíjià
省悟,xǐngwù
土话,tǔhuà
王浆,wángjiāng
阴茎,yīnjīng
不得要领,bùdé-yàolǐng
靓丽,liànglì
害群之马,hàiqúnzhīmǎ
精兵简政,jīngbīng-jiǎnzhèng
惊世骇俗,jīngshì-hàisú
秋高气爽,qiūgāo-qìshuǎng
名闻遐迩,míngwén-xiá'ěr
当街,dāngjiē
政治避难,zhèngzhì bìnàn
冷板凳,lěngbǎndèng
及时雨,jíshíyǔ
宇宙观,yǔzhòuguān
灵犀,língxī
避让,bìràng
就手,jiùshǒu
梭子,suōzi
病状,bìngzhuàng
结亲,jiéqīn
基干,jīgàn
云梯,yúntī
括号,kuòhào
子房,zǐfáng
迎娶,yíngqǔ
臆想,yìxiǎng
答对,dáduì
字义,zìyì
现房,xiànfáng
总括,zǒngkuò
实据,shíjù
气宇,qìyǔ
速记,sùjì
灶台,zàotái
附小,fùxiǎo
抿嘴,mǐnzuǐ
调频,tiáopín
偕老,xiélǎo
题意,tíyì
兼施,jiānshī
虔敬,qiánjìng
请罪,qǐngzuì
凄凄,qīqī
青蒜,qīngsuàn
终局,zhōngjú
塞北,sàiběi
滑头,huátóu
萌动,méngdòng
贝母,bèimǔ
茶会,cháhuì
再嫁,zàijià
鱼缸,yúgāng
媾和,gòuhé
党心,dǎngxīn
失神,shīshén
交运,jiāoyùn
赠言,zèngyán
灯箱,dēngxiāng
药液,yàoyè
新医,xīnyī
惹不起,rěbuqǐ
湿淋淋,shīlínlín
旅游鞋,lǚyóuxié
智能型,zhìnéngxíng
咖啡因,kāfēiyīn
节奏感,jiézòugǎn
掳掠,lǔlüè
捎带,shāodài
蝇头,yíngtóu
招贴画,zhāotiēhuà
乌纱帽,wūshāmào
哈尼族,hānízú
掺和,chānhuo
逃荒,táohuāng
警种,jǐngzhǒng
寒战,hánzhàn
公法,gōngfǎ
从戎,cóngróng
纵论,zònglùn
黎民,límín
布控,bùkòng
时价,shíjià
适可而止,shìkě'érzhǐ
放歌,fànggē
无恶不作,wú'è-bùzuò
时不我待,shíbùwǒdài
同仇敌忾,tóngchóu-díkài
对号入座,duìhào-rùzuò
臂弯,bìwān
封号,fēnghào
果腹,guǒfù
特准,tèzhǔn
稻子,dàozi
炎凉,yánliáng
阻燃,zǔrán
黑窝,hēiwō
客死,kèsǐ
猎捕,lièbǔ
漏报,lòubào
演算,yǎnsuàn
散播,sànbō
受病,shòubìng
原任,yuánrèn
画龙点睛,huàlóng-diǎnjīng
放胆,fàngdǎn
云游,yúnyóu
菜蔬,càishū
沉香,chénxiāng
英气,yīngqì
木鱼,mùyú
但书,dànshū
老辈,lǎobèi
绰绰有余,chuòchuò-yǒuyú
花天酒地,huātiān-jiǔdì
